schi	id	hex	url	extra
婴儿床	004F	130	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_2_4.png	
婴儿床	004F	131	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_3_4.png	
婴儿床	004F	132	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_4_4.png	
婴儿床	004F	133	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_5_4.png	
婴儿床	004F	134	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_6_4.png	
婴儿床	004F	135	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_7_4.png	
婴儿床	004F	160	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_0_5.png	
婴儿床	004F	161	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_1_5.png	
婴儿床	004F	162	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_2_5.png	
婴儿床	004F	163	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_3_5.png	
婴儿床	004F	164	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_4_5.png	
婴儿床	004F	165	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_5_5.png	
婴儿床	004F	166	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_6_5.png	
婴儿床	004F	167	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_7_5.png	
婴儿床	004F	192	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_0_6.png	
婴儿床	004F	193	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_1_6.png	
婴儿床	004F	194	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_2_6.png	
婴儿床	004F	195	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_3_6.png	
婴儿床	004F	196	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_4_6.png	
婴儿床	004F	197	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_5_6.png	
婴儿床	004F	198	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_6_6.png	
婴儿床	004F	199	https://acnhcdn.com/latest/FtrIcon/FtrBabybed_Remake_7_6.png	
学步推车	0050	0	https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_0_0.png	
学步推车	0050	1	https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_1_0.png	
学步推车	0050	2	https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_2_0.png	
学步推车	0050	3	https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_3_0.png	
学步推车	0050	4	https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_4_0.png	
学步推车	0050	5	https://acnhcdn.com/latest/FtrIcon/FtrKatakatatoy_Remake_5_0.png	
木马	0053	0	https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_0_0.png	
木马	0053	1	https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_1_0.png	
木马	0053	2	https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_2_0.png	
木马	0053	3	https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_3_0.png	
木马	0053	4	https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_4_0.png	
木马	0053	5	https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_5_0.png	
铁道模型	0055	0	https://acnhcdn.com/latest/FtrIcon/FtrRailroad_Remake_0_0.png	
铁道模型	0055	1	https://acnhcdn.com/latest/FtrIcon/FtrRailroad_Remake_1_0.png	
铁道模型	0055	2	https://acnhcdn.com/latest/FtrIcon/FtrRailroad_Remake_2_0.png	
铁道模型	0055	3	https://acnhcdn.com/latest/FtrIcon/FtrRailroad_Remake_3_0.png	
大象溜滑梯	0056	0	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_0_0.png	
大象溜滑梯	0056	1	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_1_0.png	
大象溜滑梯	0056	2	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_2_0.png	
大象溜滑梯	0056	3	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_3_0.png	
大象溜滑梯	0056	4	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_4_0.png	
大象溜滑梯	0056	5	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_5_0.png	
大象溜滑梯	0056	6	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_6_0.png	
大象溜滑梯	0056	7	https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_7_0.png	
套圈圈	0058	0	https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_0_0.png	
套圈圈	0058	1	https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_1_0.png	
套圈圈	0058	2	https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_2_0.png	
套圈圈	0058	3	https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_3_0.png	
青苔球	006D	0	https://acnhcdn.com/latest/FtrIcon/FtrBonsaiKokedama.png	
招财猫	0083	0	https://acnhcdn.com/latest/FtrIcon/FtrManekineko_Remake_0_0.png	
招财猫	0083	1	https://acnhcdn.com/latest/FtrIcon/FtrManekineko_Remake_1_0.png	
多肉植物	0084	0	https://acnhcdn.com/latest/FtrIcon/FtrPlantSucculents.png	
人孔盖	0090	0	https://acnhcdn.com/latest/FtrIcon/FtrManhole_Remake_0_0.png	
人孔盖	0090	1	https://acnhcdn.com/latest/FtrIcon/FtrManhole_Remake_1_0.png	
人孔盖	0090	2	https://acnhcdn.com/latest/FtrIcon/FtrManhole_Remake_2_0.png	
人孔盖	0090	3	https://acnhcdn.com/latest/FtrIcon/FtrManhole_Remake_3_0.png	
人孔盖	0090	4	https://acnhcdn.com/latest/FtrIcon/FtrManhole_Remake_4_0.png	
三角锥	0092	0	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_0_0.png	
三角锥	0092	1	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_1_0.png	
三角锥	0092	2	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_2_0.png	
三角锥	0092	3	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_3_0.png	
三角锥	0092	4	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_4_0.png	
三角锥	0092	5	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_5_0.png	
三角锥	0092	6	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_6_0.png	
三角锥	0092	7	https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_7_0.png	
健身脚踏车	011F	0	https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_0_0.png	
健身脚踏车	011F	1	https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_1_0.png	
健身脚踏车	011F	2	https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_2_0.png	
健身脚踏车	011F	3	https://acnhcdn.com/latest/FtrIcon/FtrExercisebike_Remake_3_0.png	
跑步机	0122	0	https://acnhcdn.com/latest/FtrIcon/FtrRunningmachine_Remake_0_0.png	
跑步机	0122	1	https://acnhcdn.com/latest/FtrIcon/FtrRunningmachine_Remake_1_0.png	
跑步机	0122	2	https://acnhcdn.com/latest/FtrIcon/FtrRunningmachine_Remake_2_0.png	
跑步机	0122	3	https://acnhcdn.com/latest/FtrIcon/FtrRunningmachine_Remake_3_0.png	
厨房瓦斯炉	0124	0	https://acnhcdn.com/latest/FtrIcon/FtrKitchenStainless.png	
烤肉炉	014A	0	https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_0_0.png	
烤肉炉	014A	1	https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_1_0.png	
烤肉炉	014A	2	https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_2_0.png	
烤肉炉	014A	3	https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_3_0.png	
烤肉炉	014A	4	https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_4_0.png	
小鸟水盆	014B	0	https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_0_0.png	
小鸟水盆	014B	1	https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_1_0.png	
小鸟水盆	014B	2	https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_2_0.png	
小鸟水盆	014B	3	https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_3_0.png	
鸟巢屋	014D	0	https://acnhcdn.com/latest/FtrIcon/FtrBirdhouse_Remake_0_0.png	
鸟巢屋	014D	1	https://acnhcdn.com/latest/FtrIcon/FtrBirdhouse_Remake_1_0.png	
鸟巢屋	014D	2	https://acnhcdn.com/latest/FtrIcon/FtrBirdhouse_Remake_2_0.png	
鸟巢屋	014D	3	https://acnhcdn.com/latest/FtrIcon/FtrBirdhouse_Remake_3_0.png	
鸟巢屋	014D	4	https://acnhcdn.com/latest/FtrIcon/FtrBirdhouse_Remake_4_0.png	
鸟巢屋	014D	5	https://acnhcdn.com/latest/FtrIcon/FtrBirdhouse_Remake_5_0.png	
雄火烈鸟	014F	0	https://acnhcdn.com/latest/FtrIcon/FtrFlamingoMale_Remake_0_0.png	
雄火烈鸟	014F	1	https://acnhcdn.com/latest/FtrIcon/FtrFlamingoMale_Remake_1_0.png	
雌火烈鸟	0150	0	https://acnhcdn.com/latest/FtrIcon/FtrFlamingoFemale_Remake_0_0.png	
雌火烈鸟	0150	1	https://acnhcdn.com/latest/FtrIcon/FtrFlamingoFemale_Remake_1_0.png	
割草机	0152	0	https://acnhcdn.com/latest/FtrIcon/FtrLawnmower_Remake_0_0.png	
割草机	0152	1	https://acnhcdn.com/latest/FtrIcon/FtrLawnmower_Remake_1_0.png	
割草机	0152	2	https://acnhcdn.com/latest/FtrIcon/FtrLawnmower_Remake_2_0.png	
割草机	0152	3	https://acnhcdn.com/latest/FtrIcon/FtrLawnmower_Remake_3_0.png	
割草机	0152	4	https://acnhcdn.com/latest/FtrIcon/FtrLawnmower_Remake_4_0.png	
火把	0157	0	https://acnhcdn.com/latest/FtrIcon/FtrTorch.png	
木吉他	017F	0	https://acnhcdn.com/latest/FtrIcon/FtrAcorsticguitar_Remake_0_0.png	
木吉他	017F	1	https://acnhcdn.com/latest/FtrIcon/FtrAcorsticguitar_Remake_1_0.png	
木吉他	017F	2	https://acnhcdn.com/latest/FtrIcon/FtrAcorsticguitar_Remake_2_0.png	
木吉他	017F	3	https://acnhcdn.com/latest/FtrIcon/FtrAcorsticguitar_Remake_3_0.png	
木吉他	017F	4	https://acnhcdn.com/latest/FtrIcon/FtrAcorsticguitar_Remake_4_0.png	
木吉他	017F	5	https://acnhcdn.com/latest/FtrIcon/FtrAcorsticguitar_Remake_5_0.png	
木吉他	017F	6	https://acnhcdn.com/latest/FtrIcon/FtrAcorsticguitar_Remake_6_0.png	
虹吸式咖啡壶	01AB	0	https://acnhcdn.com/latest/FtrIcon/FtrCafeSiphon.png	
咖啡研磨机	01AD	0	https://acnhcdn.com/latest/FtrIcon/FtrCafeCoffeemill.png	
骸骨	020A	0	https://acnhcdn.com/latest/FtrIcon/FtrSkeleton_Remake_0_0.png	
骸骨	020A	1	https://acnhcdn.com/latest/FtrIcon/FtrSkeleton_Remake_1_0.png	
FtrOneroomBox3x2	020D	0	https://acnhcdn.com/latest/FtrIcon/Leaf.png	1
FtrOneroomBox3x1	020E	0	https://acnhcdn.com/latest/FtrIcon/Leaf.png	1
草丛道具	0212	0	https://acnhcdn.com/latest/FtrIcon/FtrHariboteGrass_Remake_0_0.png	1
草丛道具	0212	1	https://acnhcdn.com/latest/FtrIcon/FtrHariboteGrass_Remake_1_0.png	1
草丛道具	0212	2	https://acnhcdn.com/latest/FtrIcon/FtrHariboteGrass_Remake_2_0.png	1
草丛道具	0212	3	https://acnhcdn.com/latest/FtrIcon/FtrHariboteGrass_Remake_3_0.png	1
树丛道具	0213	0	https://acnhcdn.com/latest/FtrIcon/FtrHariboteHedge_Remake_0_0.png	1
树丛道具	0213	1	https://acnhcdn.com/latest/FtrIcon/FtrHariboteHedge_Remake_1_0.png	1
树丛道具	0213	2	https://acnhcdn.com/latest/FtrIcon/FtrHariboteHedge_Remake_2_0.png	1
树丛道具	0213	3	https://acnhcdn.com/latest/FtrIcon/FtrHariboteHedge_Remake_3_0.png	1
树丛道具	0213	4	https://acnhcdn.com/latest/FtrIcon/FtrHariboteHedge_Remake_4_0.png	1
树丛道具	0213	5	https://acnhcdn.com/latest/FtrIcon/FtrHariboteHedge_Remake_5_0.png	1
树丛道具	0213	6	https://acnhcdn.com/latest/FtrIcon/FtrHariboteHedge_Remake_6_0.png	1
假山道具	0214	0	https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_0_0.png	
假山道具	0214	1	https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_1_0.png	
假山道具	0214	2	https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_2_0.png	
假山道具	0214	3	https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_3_0.png	
假山道具	0214	4	https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_4_0.png	
假山道具	0214	5	https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_5_0.png	
假树道具	0215	0	https://acnhcdn.com/latest/FtrIcon/FtrHariboteTree_Remake_0_0.png	
假树道具	0215	1	https://acnhcdn.com/latest/FtrIcon/FtrHariboteTree_Remake_1_0.png	
假树道具	0215	2	https://acnhcdn.com/latest/FtrIcon/FtrHariboteTree_Remake_2_0.png	
假树道具	0215	3	https://acnhcdn.com/latest/FtrIcon/FtrHariboteTree_Remake_3_0.png	
假树道具	0215	4	https://acnhcdn.com/latest/FtrIcon/FtrHariboteTree_Remake_4_0.png	
病床	0216	0	https://acnhcdn.com/latest/FtrIcon/FtrBedHospital_Remake_0_0.png	
病床	0216	1	https://acnhcdn.com/latest/FtrIcon/FtrBedHospital_Remake_1_0.png	
病床	0216	2	https://acnhcdn.com/latest/FtrIcon/FtrBedHospital_Remake_2_0.png	
病床	0216	3	https://acnhcdn.com/latest/FtrIcon/FtrBedHospital_Remake_3_0.png	
点滴架	0219	0	https://acnhcdn.com/latest/FtrIcon/FtrDrip_Remake_0_0.png	
点滴架	0219	1	https://acnhcdn.com/latest/FtrIcon/FtrDrip_Remake_1_0.png	
点滴架	0219	2	https://acnhcdn.com/latest/FtrIcon/FtrDrip_Remake_2_0.png	
点滴架	0219	3	https://acnhcdn.com/latest/FtrIcon/FtrDrip_Remake_3_0.png	
诊疗床	021A	0	https://acnhcdn.com/latest/FtrIcon/FtrExaminationbed_Remake_0_0.png	
诊疗床	021A	1	https://acnhcdn.com/latest/FtrIcon/FtrExaminationbed_Remake_1_0.png	
诊疗床	021A	2	https://acnhcdn.com/latest/FtrIcon/FtrExaminationbed_Remake_2_0.png	
诊疗床	021A	3	https://acnhcdn.com/latest/FtrIcon/FtrExaminationbed_Remake_3_0.png	
诊疗床	021A	4	https://acnhcdn.com/latest/FtrIcon/FtrExaminationbed_Remake_4_0.png	
医疗推车	021F	0	https://acnhcdn.com/latest/FtrIcon/FtrOperationtool.png	
身高尺	0222	0	https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_0_0.png	
身高尺	0222	1	https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_1_0.png	
身高尺	0222	2	https://acnhcdn.com/latest/FtrIcon/FtrStadiometer_Remake_2_0.png	
洗手台	0223	0	https://acnhcdn.com/latest/FtrIcon/FtrSterilizer_Remake_0_0.png	
洗手台	0223	1	https://acnhcdn.com/latest/FtrIcon/FtrSterilizer_Remake_1_0.png	
洗手台	0223	2	https://acnhcdn.com/latest/FtrIcon/FtrSterilizer_Remake_2_0.png	
洗手台	0223	3	https://acnhcdn.com/latest/FtrIcon/FtrSterilizer_Remake_3_0.png	
沙滩躺椅	0298	0	https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_0_0.png	
沙滩躺椅	0298	1	https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_1_0.png	
沙滩躺椅	0298	2	https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_2_0.png	
沙滩躺椅	0298	3	https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_3_0.png	
沙滩躺椅	0298	4	https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_4_0.png	
沙滩躺椅	0298	5	https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_5_0.png	
消波块	0299	0	https://acnhcdn.com/latest/FtrIcon/FtrTetrapod.png	
刨冰机	029B	0	https://acnhcdn.com/latest/FtrIcon/FtrIcemachine_Remake_0_0.png	
刨冰机	029B	1	https://acnhcdn.com/latest/FtrIcon/FtrIcemachine_Remake_1_0.png	
乌克丽丽	029D	0	https://acnhcdn.com/latest/FtrIcon/FtrUkulele_Remake_0_0.png	
乌克丽丽	029D	1	https://acnhcdn.com/latest/FtrIcon/FtrUkulele_Remake_1_0.png	
乌克丽丽	029D	2	https://acnhcdn.com/latest/FtrIcon/FtrUkulele_Remake_2_0.png	
乌克丽丽	029D	3	https://acnhcdn.com/latest/FtrIcon/FtrUkulele_Remake_3_0.png	
石灯笼	02A4	0	https://acnhcdn.com/latest/FtrIcon/FtrStonelantern_Remake_0_0.png	
石灯笼	02A4	1	https://acnhcdn.com/latest/FtrIcon/FtrStonelantern_Remake_1_0.png	
石灯笼	02A4	2	https://acnhcdn.com/latest/FtrIcon/FtrStonelantern_Remake_2_0.png	
竹流水造景	02A5	0	https://acnhcdn.com/latest/FtrIcon/FtrShishiodoshi_Remake_0_0.png	
竹流水造景	02A5	1	https://acnhcdn.com/latest/FtrIcon/FtrShishiodoshi_Remake_1_0.png	
竹流水造景	02A5	2	https://acnhcdn.com/latest/FtrIcon/FtrShishiodoshi_Remake_2_0.png	
飞旋镖	02AA	0	https://acnhcdn.com/latest/FtrIcon/FtrBoomerang_Remake_0_0.png	1
飞旋镖	02AA	1	https://acnhcdn.com/latest/FtrIcon/FtrBoomerang_Remake_1_0.png	1
飞旋镖	02AA	2	https://acnhcdn.com/latest/FtrIcon/FtrBoomerang_Remake_2_0.png	1
飞旋镖	02AA	3	https://acnhcdn.com/latest/FtrIcon/FtrBoomerang_Remake_3_0.png	1
飞旋镖	02AA	4	https://acnhcdn.com/latest/FtrIcon/FtrBoomerang_Remake_4_0.png	1
瓶中船	02AB	0	https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_0_0.png	
瓶中船	02AB	1	https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_1_0.png	
瓶中船	02AB	2	https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_2_0.png	
达拉木马	02AD	0	https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_0_0.png	
达拉木马	02AD	1	https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_1_0.png	
达拉木马	02AD	2	https://acnhcdn.com/latest/FtrIcon/FtrDalecarlianhorse_Remake_2_0.png	
五重塔	02B0	0	https://acnhcdn.com/latest/FtrIcon/FtrGojyu_Remake_0_0.png	1
五重塔	02B0	1	https://acnhcdn.com/latest/FtrIcon/FtrGojyu_Remake_1_0.png	1
五重塔	02B0	2	https://acnhcdn.com/latest/FtrIcon/FtrGojyu_Remake_2_0.png	1
纸老虎	02B1	0	https://acnhcdn.com/latest/FtrIcon/FtrHarikoTiger.png	
草裙舞娃娃	02B2	0	https://acnhcdn.com/latest/FtrIcon/FtrHuladoll_Remake_0_0.png	
草裙舞娃娃	02B2	1	https://acnhcdn.com/latest/FtrIcon/FtrHuladoll_Remake_1_0.png	
草裙舞娃娃	02B2	2	https://acnhcdn.com/latest/FtrIcon/FtrHuladoll_Remake_2_0.png	
草裙舞娃娃	02B2	3	https://acnhcdn.com/latest/FtrIcon/FtrHuladoll_Remake_3_0.png	
草裙舞娃娃	02B2	4	https://acnhcdn.com/latest/FtrIcon/FtrHuladoll_Remake_4_0.png	
草裙舞娃娃	02B2	5	https://acnhcdn.com/latest/FtrIcon/FtrHuladoll_Remake_5_0.png	
自由女神像	02B5	0	https://acnhcdn.com/latest/FtrIcon/FtrLiberty.png	
摩艾石像	02BA	0	https://acnhcdn.com/latest/FtrIcon/FtrMoai.png	
比萨斜塔	02BC	0	https://acnhcdn.com/latest/FtrIcon/FtrPisa.png	
壁毯	02C0	0	https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_0_0.png	1
壁毯	02C0	1	https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_1_0.png	1
壁毯	02C0	2	https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_2_0.png	1
壁毯	02C0	3	https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_3_0.png	1
壁毯	02C0	4	https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_4_0.png	1
壁毯	02C0	5	https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_5_0.png	1
竹长凳	02C6	0	https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_0_0.png	
竹长凳	02C6	1	https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_1_0.png	
竹长凳	02C6	2	https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_2_0.png	
屏风	02CC	0	https://acnhcdn.com/latest/FtrIcon/FtrScreenByoubu_Remake_0_0.png	
屏风	02CC	1	https://acnhcdn.com/latest/FtrIcon/FtrScreenByoubu_Remake_1_0.png	
屏风	02CC	2	https://acnhcdn.com/latest/FtrIcon/FtrScreenByoubu_Remake_2_0.png	
屏风	02CC	3	https://acnhcdn.com/latest/FtrIcon/FtrScreenByoubu_Remake_3_0.png	
屏风	02CC	4	https://acnhcdn.com/latest/FtrIcon/FtrScreenByoubu_Remake_4_0.png	
炉灶厨房	02CD	0	https://acnhcdn.com/latest/FtrIcon/FtrKitchenKamado.png	
地炉	02D2	0	https://acnhcdn.com/latest/FtrIcon/FtrIrori.png	
烧水壶	02D4	0	https://acnhcdn.com/latest/FtrIcon/FtrKettleJapan.png	
方形纸罩座灯	02D5	0	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_0_0.png	
方形纸罩座灯	02D5	1	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_1_0.png	
方形纸罩座灯	02D5	2	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_2_0.png	
方形纸罩座灯	02D5	32	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_0_1.png	
方形纸罩座灯	02D5	33	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_1_1.png	
方形纸罩座灯	02D5	34	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_2_1.png	
方形纸罩座灯	02D5	64	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_0_2.png	
方形纸罩座灯	02D5	65	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_1_2.png	
方形纸罩座灯	02D5	66	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_2_2.png	
方形纸罩座灯	02D5	96	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_0_3.png	
方形纸罩座灯	02D5	97	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_1_3.png	
方形纸罩座灯	02D5	98	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_2_3.png	
方形纸罩座灯	02D5	128	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_0_4.png	
方形纸罩座灯	02D5	129	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_1_4.png	
方形纸罩座灯	02D5	130	https://acnhcdn.com/latest/FtrIcon/FtrLampJapan_Remake_2_4.png	
